Evaluation,Total_queries,Successful_predictions,Failed_predictions,Success_rate_percent,Fail_rate_percent
"Custom NLU (TF-IDF + classifier), held-out 20% after class balancing (aligned Option 2)",3037,2828,209,93.12,6.88
